Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Line  Start,Packaging Line Finish,Packaging  Final Check Date,BRR Start Date,BRR End Date,QA Release Date,Product,Batch Status,PO Create to PO Release,PO Release to Pkg Start,Pkg Start to Pkg Finish,Pkg Finish to Pkg Final Check,Pkg Final Check to BRR Begin,BRR Begin To BRR Finish,BRR Finish to QP Release,FG E2E,Check
10140048H0676H02,3025327,ZSP1,10140048,NEORECOR 50000IU 1VILY ES,18-Dec-14,H0676H02,8-Jan-15,14-Jan-15,20-Jan-15,20-Jan-15,20-Jan-15,23-Jan-15,26-Jan-15,NEORECOR ,7,21,6,6,0,0,3,3,39,TRUE
10153440H6245H08,3025330,ZSP1,10153440,BONVIVA 3MG/3ML 1ASRG LT,18-Dec-14,H6245H08,18-Dec-14,16-Jan-15,16-Jan-15,16-Jan-15,16-Jan-15,28-Jan-15,28-Jan-15,BONVIVA ,7,0,29,0,0,0,12,0,41,TRUE
10159236H4518H04,3025399,ZSP1,10159236,HERCEPTI 150MG 1VILY IV ES,22-Dec-14,H4518H04,23-Dec-14,15-Jan-15,15-Jan-15,16-Jan-15,16-Jan-15,20-Jan-15,20-Jan-15,HERCEPTI ,7,1,23,0,1,0,4,0,29,TRUE
10112466H0561H42,3025544,ZSP1,10112466,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,14-Jan-15,H0561H42,14-Jan-15,15-Jan-15,15-Jan-15,16-Jan-15,16-Jan-15,26-Jan-15,26-Jan-15,MIRCERA ,7,0,1,0,1,0,10,0,12,TRUE
10159263H4525H02,3024947,ZSP1,10159263,HERCEPTI 150MG 1VILY IV TR,28-Nov-14,H4525H02,12-Jan-15,15-Jan-15,16-Jan-15,16-Jan-15,16-Jan-15,20-Jan-15,20-Jan-15,HERCEPTI ,7,45,3,1,0,0,4,0,53,TRUE
10110640H0798H04,3025102,ZSP1,10110640,RECORMON 2000IU/.3ML 6 ASRG EFA,2-Dec-14,H0798H04,7-Jan-15,16-Jan-15,16-Jan-15,19-Jan-15,19-Jan-15,21-Jan-15,21-Jan-15,RECORMON ,7,36,9,0,3,0,2,0,50,TRUE
10110637H0801H01,3025251,ZSP1,10110637,RECORMON 2000IU/.3ML 6 ASRG FE,9-Dec-14,H0801H01,23-Dec-14,16-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,20-Jan-15,21-Jan-15,RECORMON ,7,14,24,3,0,0,1,1,43,TRUE
10159263H4509H01,3025459,ZSP1,10159263,HERCEPTI 150MG 1VILY IV TR,8-Jan-15,H4509H01,12-Jan-15,16-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,21-Jan-15,21-Jan-15,HERCEPTI ,7,4,4,3,0,0,2,0,13,TRUE
10095657H0547H27,3025514,ZSP1,10095657,MIRCERA 200MCG/.3ML 1 ASRG ES-PT,14-Jan-15,H0547H27,15-Jan-15,16-Jan-15,16-Jan-15,16-Jan-15,16-Jan-15,28-Jan-15,5-Feb-15,MIRCERA ,7,1,1,0,0,0,12,8,22,TRUE
10125528H0550H33,3025519,ZSP1,10125528,MIRCERA 75MCG/0.3ML 1ASRG UA,14-Jan-15,H0550H33,15-Jan-15,16-Jan-15,16-Jan-15,19-Jan-15,19-Jan-15,20-Jan-15,20-Jan-15,MIRCERA ,7,1,1,0,3,0,1,0,6,TRUE
10076425H0547H26,3025543,ZSP1,10076425,MIRCERA 200MCG/0.3ML 1ASRG AU-NZ,14-Jan-15,H0547H26,14-Jan-15,15-Jan-15,16-Jan-15,16-Jan-15,16-Jan-15,27-Jan-15,27-Jan-15,MIRCERA ,7,0,1,1,0,0,11,0,13,TRUE
10112501H0517H06,3025551,ZSP1,10112501,MIRCERA 50MCG/.3ML 1 ASRG SE-FI,14-Jan-15,H0517H06,14-Jan-15,16-Jan-15,16-Jan-15,19-Jan-15,19-Jan-15,26-Jan-15,26-Jan-15,MIRCERA ,7,0,2,0,3,0,7,0,12,TRUE
10095600H0550H34,3025554,ZSP1,10095600,MIRCERA 75MCG/.3ML 1 ASRG FR,14-Jan-15,H0550H34,15-Jan-15,16-Jan-15,16-Jan-15,19-Jan-15,19-Jan-15,26-Jan-15,26-Jan-15,MIRCERA ,7,1,1,0,3,0,7,0,12,TRUE
10145647H6246H12,3025638,ZSP1,10145647,BONVIVA 3MG/3ML 1ASRG CO,16-Jan-15,H6246H12,22-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,30-Jan-15,2-Feb-15,BONVIVA ,7,6,4,0,0,0,4,3,17,TRUE
10071574H6246H11,3025763,ZSP1,10071574,BONVIVA 3MG/3ML 1ASRG BE,20-Jan-15,H6246H11,22-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,0,BONVIVA ,7,2,4,0,0,0,7,0,0,0
10121908H0547H13,3025545,ZSP1,10121908,MIRCERA 250MCG/.3ML 1 ASRG ZA,14-Jan-15,H0547H13,16-Jan-15,17-Jan-15,17-Jan-15,19-Jan-15,19-Jan-15,27-Jan-15,27-Jan-15,MIRCERA ,7,2,1,0,2,0,8,0,13,TRUE
10095588H0517H08,3025558,ZSP1,10095588,MIRCERA 50MCG/.3ML 1 ASRG ES-PT,14-Jan-15,H0517H08,15-Jan-15,17-Jan-15,17-Jan-15,19-Jan-15,19-Jan-15,28-Jan-15,28-Jan-15,MIRCERA ,7,1,2,0,2,0,9,0,14,TRUE
10095592H0517H07,3025568,ZSP1,10095592,MIRCERA 50MCG/.3ML 1 ASRG IT-PU,15-Jan-15,H0517H07,15-Jan-15,16-Jan-15,17-Jan-15,19-Jan-15,19-Jan-15,28-Jan-15,28-Jan-15,MIRCERA ,7,0,1,1,2,0,9,0,13,TRUE
10144944H0548H04,3025161,ZSP1,10144944,MIRCERA 30MCG/0.3ML 1ASRG HR,3-Dec-14,H0548H04,16-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,28-Jan-15,28-Jan-15,MIRCERA ,7,44,3,0,0,0,9,0,56,TRUE
10110626H0799H06,3025242,ZSP1,10110626,RECORMON 2000IU/.3ML 6 ASRG RS,5-Dec-14,H0799H06,8-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,22-Jan-15,23-Jan-15,RECORMON ,7,34,11,0,0,0,3,1,49,TRUE
10159263H4507H03,3025458,ZSP1,10159263,HERCEPTI 150MG 1VILY IV TR,8-Jan-15,H4507H03,12-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,22-Jan-15,23-Jan-15,HERCEPTI ,7,4,7,0,0,0,3,1,15,TRUE
10108985H0623H17,3025462,ZSP1,10108985,NEORECOR 30000IU/.6ML 4 ASRG FR,8-Jan-15,H0623H17,16-Jan-15,19-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,27-Jan-15,28-Jan-15,NEORECOR ,7,8,3,1,1,0,6,1,20,TRUE
10133182H6263H02,3025472,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,8-Jan-15,H6263H02,12-Jan-15,19-Jan-15,20-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,26-Jan-15,RECORMON ,7,4,7,1,2,0,1,3,18,TRUE
10159263H4508H01,3025480,ZSP1,10159263,HERCEPTI 150MG 1VILY IV TR,8-Jan-15,H4508H01,12-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,22-Jan-15,23-Jan-15,HERCEPTI ,7,4,7,0,0,0,3,1,15,TRUE
10159263H4492H01,3025481,ZSP1,10159263,HERCEPTI 150MG 1VILY IV TR,8-Jan-15,H4492H01,12-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,22-Jan-15,23-Jan-15,HERCEPTI ,7,4,7,0,0,0,3,1,15,TRUE
10095678H0548H03,3025557,ZSP1,10095678,MIRCERA 30MCG/.3ML 1 ASRG FR,14-Jan-15,H0548H03,16-Jan-15,17-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,29-Jan-15,30-Jan-15,MIRCERA ,7,2,1,2,0,0,10,1,16,TRUE
10095674H0547H40,3025560,ZSP1,10095674,MIRCERA 30MCG/.3ML 1 ASRG CZSKHUSI,14-Jan-15,H0547H40,16-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,19-Jan-15,29-Jan-15,30-Jan-15,MIRCERA ,7,2,3,0,0,0,10,1,16,TRUE
10159239H4520H02,3024956,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,1-Dec-14,H4520H02,12-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,21-Jan-15,23-Jan-15,26-Jan-15,HERCEPTI ,7,42,8,1,0,0,2,3,56,TRUE
10110636H0623H13,3025281,ZSP1,10110636,RECORMON 30000IU/.6ML 4 ASRG FE,10-Dec-14,H0623H13,15-Jan-15,20-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,29-Jan-15,30-Jan-15,RECORMON ,7,36,5,0,1,0,8,1,51,TRUE
10159243H4519H03,3025407,ZSP1,10159243,HERCEPTI 150MG 1VILY IV HU,22-Dec-14,H4519H03,8-Jan-15,20-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,23-Jan-15,26-Jan-15,HERCEPTI ,7,17,12,0,1,0,2,3,35,TRUE
10110628H0623H12,3025444,ZSP1,10110628,RECORMON 30000IU/.6ML 4 ASRG ZA,7-Jan-15,H0623H12,15-Jan-15,20-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,29-Jan-15,30-Jan-15,RECORMON ,7,8,5,0,1,0,8,1,23,TRUE
10108984H0623H14,3025445,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,7-Jan-15,H0623H14,16-Jan-15,20-Jan-15,20-Jan-15,23-Jan-15,23-Jan-15,4-Feb-15,5-Feb-15,NEORECOR ,7,9,4,0,3,0,12,1,29,TRUE
10133182H6264H01,3025473,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,8-Jan-15,H6264H01,12-Jan-15,20-Jan-15,21-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,26-Jan-15,RECORMON ,7,4,8,1,1,0,1,3,18,TRUE
10159239H4519H04,3025482,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,8-Jan-15,H4519H04,12-Jan-15,20-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,23-Jan-15,26-Jan-15,HERCEPTI ,7,4,8,0,1,0,2,3,18,TRUE
10159243H4518H07,3025740,ZSP1,10159243,HERCEPTI 150MG 1VILY IV HU,20-Jan-15,H4518H07,20-Jan-15,20-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,23-Jan-15,26-Jan-15,HERCEPTI ,7,0,0,0,1,0,2,3,6,TRUE
10141939H0676H03,3025328,ZSP1,10141939,RECORMON 50000IU 1VILY PRISA,18-Dec-14,H0676H03,13-Jan-15,20-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,RECORMON ,7,26,7,3,0,0,6,1,43,TRUE
10108986H0623H15,3025418,ZSP1,10108986,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,23-Dec-14,H0623H15,16-Jan-15,20-Jan-15,21-Jan-15,21-Jan-15,21-Jan-15,30-Jan-15,2-Feb-15,NEORECOR ,7,24,4,1,0,0,9,3,41,TRUE
10159521B8500H08,3025436,ZSP1,10159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,23-Dec-14,B8500H08,12-Jan-15,21-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,AVASTIN ,7,20,9,1,1,0,3,0,34,TRUE
10108983H0623H16,3025438,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,7-Jan-15,H0623H16,16-Jan-15,21-Jan-15,21-Jan-15,21-Jan-15,21-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,9,5,0,0,0,8,1,23,TRUE
10108965H0538H03,3025104,ZSP1,10108965,NEORECOR 20000IU/.6ML 6 ASRG FR,3-Dec-14,H0538H03,8-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,27-Jan-15,28-Jan-15,NEORECOR ,7,36,14,1,0,0,4,1,56,TRUE
10108996H6247H05,3025115,ZSP1,10108996,NEORECOR 4000IU/.3ML 6 ASRG NO,3-Dec-14,H6247H05,9-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,37,13,0,1,0,6,1,58,TRUE
10137399H0648H01,3025269,ZSP1,10137399,RECORMON 4000IU/0.3ML 6ASRG FE-KR,9-Dec-14,H0648H01,13-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,27-Jan-15,27-Jan-15,RECORMON ,7,35,9,0,1,0,4,0,49,TRUE
10108974H6217H04,3025273,ZSP1,10108974,NEORECOR 3000IU/.3ML 6 ASRG GB-IE-GRCY,11-Dec-14,H6217H04,19-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,NEORECOR ,7,39,3,0,1,0,3,0,46,TRUE
10137401H0611H03,3025280,ZSP1,10137401,RECORMON 6000IU/0.3ML 6ASRG FE-KR,9-Dec-14,H0611H03,13-Jan-15,23-Jan-15,23-Jan-15,27-Jan-15,27-Jan-15,29-Jan-15,30-Jan-15,RECORMON ,7,35,10,0,4,0,2,1,52,TRUE
10159514B8500H07,3025361,ZSP1,10159514,AVASTIN 400MG/16ML 1VIAL BE,19-Dec-14,B8500H07,12-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,AVASTIN ,7,24,10,0,1,0,6,1,42,TRUE
10108992H6247H04,3025403,ZSP1,10108992,NEORECOR 4000IU/.3ML 6 ASRG ELL,19-Dec-14,H6247H04,8-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,20,14,0,1,0,6,1,42,TRUE
10110641H0624H01,3025437,ZSP1,10110641,RECORMON 30000IU/.6ML 4 ASRG VE,7-Jan-15,H0624H01,19-Jan-15,21-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,RECORMON ,7,12,2,1,1,0,6,1,23,TRUE
10137397H0770H01,3025507,ZSP1,10137397,RECORMON 2000IU/0.3ML 6ASRG FE-KR,12-Jan-15,H0770H01,14-Jan-15,21-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,27-Jan-15,27-Jan-15,RECORMON ,7,2,7,1,1,0,4,0,15,TRUE
10159522B8500H09,3025526,ZSP1,10159522,AVASTIN 400MG/16ML 1VIAL GB-IE,12-Jan-15,B8500H09,13-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,AVASTIN ,7,1,9,0,1,0,3,0,14,TRUE
10108984H0623H18,3025752,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,21-Jan-15,H0623H18,21-Jan-15,22-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,0,1,0,1,0,6,1,9,TRUE
10137402H0629H03,3024820,ZSP1,10137402,RECORMON 10000IU/0.6ML 6ASRG FE-KR,12-Nov-14,H0629H03,13-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,28-Jan-15,28-Jan-15,RECORMON ,7,62,10,0,3,0,2,0,77,TRUE
10144936H0631H08,3025193,ZSP1,10144936,NEORECOR 10000IU/.6ML 6 ASRG HR,5-Dec-14,H0631H08,8-Jan-15,23-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,34,15,1,2,0,3,1,56,TRUE
10159047B8001H20,3025364,ZSP1,10159047,AVASTIN 100MG/4ML 1VIAL NL,19-Dec-14,B8001H20,15-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,27-Jan-15,AVASTIN ,7,27,8,0,0,0,3,1,39,TRUE
10108944H6205H13,3025376,ZSP1,10108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,19-Dec-14,H6205H13,8-Jan-15,24-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,3-Feb-15,NEORECOR ,7,20,16,0,2,0,7,1,46,TRUE
10159030B8001H21,3025393,ZSP1,10159030,AVASTIN 100MG/4ML 1VIAL CZ,19-Dec-14,B8001H21,16-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,29-Jan-15,30-Jan-15,AVASTIN ,7,28,7,0,0,0,6,1,42,TRUE
10159035B8001H22,3025398,ZSP1,10159035,AVASTIN 100MG/4ML 1VIAL ES,22-Dec-14,B8001H22,19-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,28-Jan-15,30-Jan-15,AVASTIN ,7,28,4,0,0,0,5,2,39,TRUE
10110605H0631H09,3025400,ZSP1,10110605,RECORMON 10000IU/.6ML 6 ASRG BR,19-Dec-14,H0631H09,22-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,3-Feb-15,RECORMON ,7,34,1,0,3,0,7,1,46,TRUE
10130024H0546H30,3025474,ZSP1,10130024,MIRCERA 120MCG/0.3ML 1ASRG KR,9-Jan-15,H0546H30,21-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,2-Feb-15,MIRCERA ,7,12,5,0,0,0,7,0,24,TRUE
10137402H0626H06,3025510,ZSP1,10137402,RECORMON 10000IU/0.6ML 6ASRG FE-KR,13-Jan-15,H0626H06,13-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,27-Jan-15,27-Jan-15,RECORMON ,7,0,10,0,0,0,4,0,14,TRUE
10159522B8501H17,3025525,ZSP1,10159522,AVASTIN 400MG/16ML 1VIAL GB-IE,12-Jan-15,B8501H17,13-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,AVASTIN ,7,1,9,1,0,0,3,0,14,TRUE
10147690H0517/01,3025552,ZSP1,10147690,MIRCERA 50MCG/0.3ML 3ASRG CIS,14-Jan-15,H0517/01,15-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,26-Jan-14,26-Jan-14,MIRCERA ,0,1,8,0,0,0,0,0,0,0
10147693H0550/03,3025555,ZSP1,10147693,MIRCERA 75MCG/0.3ML 3ASRG CIS,14-Jan-15,H0550/03,16-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,26-Jan-13,26-Jan-13,MIRCERA ,0,2,7,0,0,0,0,0,0,0
10121708H0538/01,3025562,ZSP1,10121708,REC 20000IU/0.6ML 4ASRG CLIN-TR,15-Jan-15,H0538/01,16-Jan-15,22-Jan-15,23-Jan-15,23-Jan-15,23-Jan-15,26-Jan-12,26-Jan-12,REC ,0,1,6,1,0,0,0,0,0,0
10095587H0517H16,3025777,ZSP1,10095587,MIRCERA 50MCG/.3ML 1 ASRG ELL,21-Jan-15,H0517H16,21-Jan-15,23-Jan-15,23-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,2-Feb-15,MIRCERA ,7,0,2,0,3,0,7,0,12,TRUE
10108947H6205H11,3025107,ZSP1,10108947,NEORECOR 10000IU/.6ML 6 ASRG SC,3-Dec-14,H6205H11,8-Jan-15,24-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,36,16,0,2,0,3,1,58,TRUE
10110604H0632H02,3025264,ZSP1,10110604,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,9-Dec-14,H0632H02,21-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,28-Jan-15,28-Jan-15,NEORECOR ,7,43,3,2,0,0,2,0,50,TRUE
10159000B8001H19,3025357,ZSP1,10159000,AVASTIN 100MG/4ML 1VIAL HR,19-Dec-14,B8001H19,15-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,28-Jan-15,28-Jan-15,AVASTIN ,7,27,9,2,0,0,2,0,40,TRUE
10108939H6205H12,3025372,ZSP1,10108939,NEORECOR 10000IU/.6ML 6 ASRG CZSKHUSI,19-Dec-14,H6205H12,8-Jan-15,24-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,29-Jan-15,30-Jan-15,NEORECOR ,7,20,16,0,2,0,3,1,42,TRUE
10159040B8001H23,3025383,ZSP1,10159040,AVASTIN 100MG/4ML 1VIAL GB-IE,19-Dec-14,B8001H23,21-Jan-15,23-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,30-Jan-15,2-Feb-15,AVASTIN ,7,33,2,1,2,0,4,3,45,TRUE
10159051B8001H24,3025386,ZSP1,10159051,AVASTIN 100MG/4ML 1VIAL SE-FI,19-Dec-14,B8001H24,21-Jan-15,24-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,30-Jan-15,2-Feb-15,AVASTIN ,7,33,3,0,2,0,4,3,45,TRUE
10159042B8001H25,3025634,ZSP1,10159042,AVASTIN 100MG/4ML 1VIAL GR-CY,16-Jan-15,B8001H25,22-Jan-15,24-Jan-15,24-Jan-15,26-Jan-15,26-Jan-15,30-Jan-15,2-Feb-15,AVASTIN ,7,6,2,0,2,0,4,3,17,TRUE
10108993H6246H02,3025129,ZSP1,10108993,NEORECOR 4000IU/.3ML 6 ASRG ES-PT,3-Dec-14,H6246H02,9-Jan-15,26-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,2-Feb-15,3-Feb-15,NEORECOR ,7,37,17,1,1,0,5,1,62,TRUE
10153440H6246H14,3025346,ZSP1,10153440,BONVIVA 3MG/3ML 1ASRG LT,18-Dec-14,H6246H14,22-Jan-15,27-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,3-Feb-15,3-Feb-15,BONVIVA ,7,35,5,0,1,0,6,0,47,TRUE
10079911H6246H15,3025353,ZSP1,10079911,BONVIVA 3MG/3ML 1ASRG AT,18-Dec-14,H6246H15,22-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,28-Jan-15,3-Feb-15,3-Feb-15,BONVIVA ,7,35,5,1,0,0,6,0,47,TRUE
10095635H0546H29,3025488,ZSP1,10095635,MIRCERA 120MCG/0.3ML 1ASRG CZSKHUSI,9-Jan-15,H0546H29,15-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,2-Feb-15,2-Feb-15,MIRCERA ,7,6,11,0,0,0,7,0,24,TRUE
10159237H4533H01,3025498,ZSP1,10159237,HERCEPTI 150MG 1VILY IV FR-CLIN,12-Jan-15,H4533H01,20-Jan-15,26-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,2-Feb-15,3-Feb-15,HERCEPTI ,7,8,6,1,1,0,5,1,22,TRUE
10159250H4521H02,3025499,ZSP1,10159250,HERCEPTI 150MG 1VILY IV PL,12-Jan-15,H4521H02,20-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,29-Jan-15,30-Jan-15,HERCEPTI ,7,8,6,0,1,0,2,1,18,TRUE
10159253H4521H05,3025502,ZSP1,10159253,HERCEPTI 150MG 1VILY IV RO,12-Jan-15,H4521H05,20-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,29-Jan-15,30-Jan-15,HERCEPTI ,7,8,6,0,1,0,2,1,18,TRUE
10159235H4521H03,3025513,ZSP1,10159235,HERCEPTI 150MG 1VILY IV ELL,14-Jan-15,H4521H03,20-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,30-Jan-15,30-Jan-15,HERCEPTI ,7,6,6,0,1,0,3,0,16,TRUE
10159254H4521H01,3025520,ZSP1,10159254,HERCEPTI 150MG 1VILY IV SE-FI,12-Jan-15,H4521H01,20-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,26-Jan-15,30-Jan-15,30-Jan-15,HERCEPTI ,7,8,6,0,0,0,4,0,18,TRUE
10159252H4521H04,3025521,ZSP1,10159252,HERCEPTI 150MG 1VILY IV PT,12-Jan-15,H4521H04,20-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,30-Jan-15,30-Jan-15,HERCEPTI ,7,8,6,0,1,0,3,0,18,TRUE
10095593H0517H09,3025561,ZSP1,10095593,MIRCERA 50MCG/.3ML 1 ASRG RO-BG-PL,14-Jan-15,H0517H09,23-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,30-Jan-15,0,MIRCERA ,7,9,3,0,1,0,3,0,0,0
10107350H0517H10,3025611,ZSP1,10107350,MIRCERA 50MCG/.3ML 1 ASRG FE-36,16-Jan-15,H0517H10,19-Jan-15,26-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,9-Feb-15,0,MIRCERA ,7,3,7,1,1,0,12,0,0,0
10108953H6266H01,3025718,ZSP1,10108953,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,19-Jan-15,H6266H01,21-Jan-15,26-Jan-15,26-Jan-15,27-Jan-15,27-Jan-15,27-Jan-15,27-Jan-15,NEORECOR ,7,2,5,0,1,0,0,0,8,TRUE
10124212H6246H13,3025747,ZSP1,10124212,BONVIVA 3MG/3ML 1ASRG BA,20-Jan-15,H6246H13,22-Jan-15,26-Jan-15,30-Jan-15,27-Jan-15,27-Jan-15,30-Jan-15,2-Feb-15,BONVIVA ,7,2,4,4,-3,0,3,3,13,TRUE
10137398H0563H01,3025241,ZSP1,10137398,RECORMON 3000IU/0.3ML 6ASRG FE-KR,5-Dec-14,H0563H01,13-Jan-15,27-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,30-Jan-15,2-Feb-15,RECORMON ,7,39,14,0,1,0,2,3,59,TRUE
10067617H0676H04,3025349,ZSP1,10067617,RECORMON 50000IU 1VILY FE,18-Dec-14,H0676H04,15-Jan-15,23-Jan-15,28-Jan-15,29-Jan-15,29-Jan-15,3-Feb-15,4-Feb-15,RECORMON ,7,28,8,5,1,0,5,1,48,TRUE
10109016H6212H06,3025443,ZSP1,10109016,NEORECOR 5000IU/.3ML 6 ASRG SC,2-Jan-15,H6212H06,21-Jan-15,27-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,30-Jan-15,2-Feb-15,NEORECOR ,7,19,6,0,1,0,2,3,31,TRUE
10076349H0517H11,3025467,ZSP1,10076349,MIRCERA 50MCG/0.3ML 1ASRG AU-NZ,8-Jan-15,H0517H11,19-Jan-15,27-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,3-Feb-15,3-Feb-15,MIRCERA ,7,11,8,0,1,0,6,0,26,TRUE
10110635H6262H04,3025486,ZSP1,10110635,NEORECOR 2000IU/.3ML 6 ASRG TR,9-Jan-15,H6262H04,13-Jan-15,28-Jan-15,28-Jan-15,28-Jan-15,28-Jan-15,3-Feb-15,4-Feb-15,NEORECOR ,7,4,15,0,0,0,6,1,26,TRUE
10159260H4526H01,3025501,ZSP1,10159260,HERCEPTI 150MG 1VILY IV TE-BR,12-Jan-15,H4526H01,20-Jan-15,27-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,2-Feb-15,2-Feb-15,HERCEPTI ,7,8,7,0,1,0,5,0,21,TRUE
10159260H4527H01,3025538,ZSP1,10159260,HERCEPTI 150MG 1VILY IV TE-BR,14-Jan-15,H4527H01,20-Jan-15,27-Jan-15,28-Jan-15,28-Jan-15,28-Jan-15,2-Feb-15,2-Feb-15,HERCEPTI ,7,6,7,1,0,0,5,0,19,TRUE
